lower guild,upper guild,lower taxon,upper taxon,estimated interaction strength,direct interaction
plant,butterfly,Ranunculus repens,Lycaena phlaeas,2.866E+01,1
plant,butterfly,Ranunculus repens,Maniola jurtina,3.558E+03,1
plant,butterfly,Ranunculus repens,Pieris napi,1.413E+02,1
plant,butterfly,Ranunculus repens,Pieris rapae,1.587E+02,1
plant,butterfly,Rubus fruticosus,Aglais urticae,4.991E+00,1
plant,butterfly,Rubus fruticosus,Inachis io,4.000E+01,1
plant,butterfly,Rubus fruticosus,Maniola jurtina,1.761E+02,1
plant,butterfly,Rubus fruticosus,Ochlodes sylvanus,1.691E+00,1
plant,butterfly,Rubus fruticosus,Pararge aegeria,9.643E+00,1
plant,butterfly,Rubus fruticosus,Pieris rapae,1.208E+01,1
plant,butterfly,Rubus fruticosus,Polygonia c-album,9.896E+00,1
plant,butterfly,Rubus fruticosus,Pyronia tithonus,1.638E+02,1
plant,butterfly,Rubus fruticosus,Vanessa atalanta,2.487E+01,1
plant,butterfly,Senacio jacobaea,Pyronia tithonus,2.570E+00,1
plant,butterfly,Silene dioica,Pieris brassicae,5.058E+00,1
plant,butterfly,Sinapis arvensis,Pieris rapae,4.410E+01,1
plant,butterfly,Taraxacum officinale,Aglais urticae,5.220E+01,1
plant,butterfly,Taraxacum officinale,Inachis io,1.666E+02,1
plant,butterfly,Taraxacum officinale,Lycaena phlaeas,7.066E-01,1
plant,butterfly,Taraxacum officinale,Pararge aegeria,1.747E+01,1
plant,butterfly,Taraxacum officinale,Pieris brassicae,8.302E+00,1
plant,butterfly,Torilis japonica,Pyronia tithonus,3.943E+01,1
plant,butterfly,Trifolium pratense/repens,Lycaena phlaeas,4.118E+01,1
plant,butterfly,Trifolium pratense/repens,Ochlodes sylvanus,6.077E+01,1
plant,butterfly,Trifolium pratense/repens,Pieris rapae,1.390E+02,1
plant,butterfly,Trifolium pratense/repens,Polyommatus icarus,5.897E+01,1
plant,butterfly,Trifolium pratense/repens,Pyronia tithonus,3.427E+02,1
plant,butterfly,Trifolium pratense/repens,Thymelicus sylvestris,2.474E+01,1
plant,butterfly,Trifolium pratense/repens,Vanessa cardui,4.741E+01,1
plant,butterfly,Vicia sativa,Ochlodes sylvanus,1.234E+00,1
plant,butterfly,Vicia sativa,Pieris napi,1.487E+00,1
plant,seed-feeder parasitoid,Cirsium arvense,Bracon praecox,2.057E+03,0
plant,seed-feeder parasitoid,Cirsium arvense,Pteromalus albipennis,2.465E+04,0
plant,seed-feeder parasitoid,Cirsium vulgare,Bracon immutator,1.105E+03,0
plant,seed-feeder parasitoid,Cirsium vulgare,Bracon osculator,5.523E+02,0
plant,seed-feeder parasitoid,Cirsium vulgare,Crataepus marbis,3.314E+03,0
plant,seed-feeder parasitoid,Cirsium vulgare,Eurytoma sp A,5.523E+02,0
plant,seed-feeder parasitoid,Cirsium vulgare,Eurytoma sp B,5.523E+02,0
plant,seed-feeder parasitoid,Cirsium vulgare,Pterandrophysalis levantina,1.105E+03,0
plant,seed-feeder parasitoid,Cirsium vulgare,Pteromalus beryllii,1.167E+03,0
plant,seed-feeder parasitoid,Cirsium vulgare,Pteromalus elevatus,1.105E+03,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Aprostocetus sp,1.105E+03,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Mesopolobus incultus,3.995E+05,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Spintherus dubius,4.140E+04,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Triaspis floricola,2.209E+03,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Trichomalus campestris,9.246E+04,0
plant,seed-feeder parasitoid,Trifolium pratense/repens,Trichomalus rufinus,7.608E+04,0
plant,seed-feeder parasitoid,Vicia sativa,Pteromalus sequester-group,1.657E+03,0
plant,rodent ectoparasite,Acer campestre,Amalaraeus penicilliger mustelae,1.274E+01,0
plant,rodent ectoparasite,Acer campestre,Ctenophthalmus nobilis vulgaris,6.653E+00,0
plant,rodent ectoparasite,Acer campestre,Hystrichopsylla talpae talpae,1.597E+00,0
plant,rodent ectoparasite,Acer campestre,Ixodes trianguliceps,4.852E-01,0
plant,rodent ectoparasite,Acer campestre,Megabothris turbidus,1.843E+00,0
plant,rodent ectoparasite,Acer campestre,Palaeopsylla minor,9.420E-03,0
plant,rodent ectoparasite,Acer campestre,Palaeopsylla soricis soricis,4.664E-01,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Amalaraeus penicilliger mustelae,3.768E+00,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Ctenophthalmus nobilis vulgaris,2.380E+00,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Hystrichopsylla talpae talpae,2.752E-01,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Ixodes trianguliceps,2.458E-01,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Megabothris turbidus,3.656E-01,0
plant,rodent ectoparasite,"Acer pseudoplatanus,",Palaeopsylla soricis soricis,2.458E-01,0
plant,rodent ectoparasite,Chenopodium sp.,Amalaraeus penicilliger mustelae,1.230E-03,0
plant,rodent ectoparasite,Chenopodium sp.,Ctenophthalmus nobilis vulgaris,1.802E-03,0
plant,rodent ectoparasite,Chenopodium sp.,Hystrichopsylla talpae talpae,3.433E-04,0
plant,rodent ectoparasite,Chenopodium sp.,Ixodes trianguliceps,1.828E-03,0
plant,rodent ectoparasite,Chenopodium sp.,Megabothris turbidus,6.833E-03,0
plant,rodent ectoparasite,Chenopodium sp.,Palaeopsylla minor,3.290E-04,0
plant,rodent ectoparasite,Corylus avellana,Amalaraeus penicilliger mustelae,3.126E+00,0
plant,rodent ectoparasite,Corylus avellana,Ctenophthalmus nobilis vulgaris,1.939E+00,0
plant,rodent ectoparasite,Corylus avellana,Hystrichopsylla talpae talpae,3.107E-01,0
plant,rodent ectoparasite,Corylus avellana,Ixodes trianguliceps,1.532E-01,0
plant,rodent ectoparasite,Corylus avellana,Megabothris turbidus,4.588E-01,0
plant,rodent ectoparasite,Corylus avellana,Palaeopsylla minor,6.600E-03,0
plant,rodent ectoparasite,Corylus avellana,Palaeopsylla soricis soricis,1.400E-01,0
plant,rodent ectoparasite,Crataegus monogyna,Amalaraeus penicilliger mustelae,3.547E+00,0
plant,rodent ectoparasite,Crataegus monogyna,Ctenophthalmus nobilis vulgaris,1.733E+00,0
plant,rodent ectoparasite,Crataegus monogyna,Hystrichopsylla talpae talpae,6.503E-01,0
plant,rodent ectoparasite,Crataegus monogyna,Ixodes trianguliceps,2.154E-01,0
plant,rodent ectoparasite,Crataegus monogyna,Megabothris turbidus,7.229E-01,0
plant,rodent ectoparasite,Crataegus monogyna,Nosopsyllus fasciatus,1.820E-03,0
plant,rodent ectoparasite,Crataegus monogyna,Palaeopsylla minor,1.077E-01,0
plant,rodent ectoparasite,Fallopia convolvulus,Ctenophthalmus nobilis vulgaris,1.430E-05,0
plant,rodent ectoparasite,Fallopia convolvulus,Hystrichopsylla talpae talpae,5.740E-06,0
plant,rodent ectoparasite,Fraxinus excelsior,Amalaraeus penicilliger mustelae,6.085E+00,0
plant,rodent ectoparasite,Fraxinus excelsior,Ctenophthalmus nobilis vulgaris,4.708E+00,0
plant,rodent ectoparasite,Fraxinus excelsior,Hystrichopsylla talpae talpae,3.670E-01,0
plant,rodent ectoparasite,Fraxinus excelsior,Ixodes trianguliceps,3.380E-01,0
plant,rodent ectoparasite,Fraxinus excelsior,Megabothris turbidus,9.788E-01,0
plant,rodent ectoparasite,Fraxinus excelsior,Palaeopsylla minor,7.930E-04,0
plant,rodent ectoparasite,Fraxinus excelsior,Palaeopsylla soricis soricis,3.364E-01,0
plant,rodent ectoparasite,Geranium dissectum,Ctenophthalmus nobilis vulgaris,2.270E-03,0
plant,rodent ectoparasite,Geranium dissectum,Ixodes trianguliceps,2.000E-03,0
plant,rodent ectoparasite,Geranium dissectum,Palaeopsylla minor,1.000E-03,0
plant,rodent ectoparasite,Geranium robertianum,Amalaraeus penicilliger mustelae,1.300E-02,0
plant,rodent ectoparasite,Geranium robertianum,Ctenophthalmus nobilis vulgaris,1.320E-02,0
plant,rodent ectoparasite,Geranium robertianum,Hystrichopsylla talpae talpae,2.610E-03,0
plant,rodent ectoparasite,Geranium robertianum,Ixodes trianguliceps,9.300E-03,0
plant,rodent ectoparasite,Geranium robertianum,Palaeopsylla minor,4.650E-03,0
plant,rodent ectoparasite,Glechoma hederacea,Amalaraeus penicilliger mustelae,6.960E-03,0
plant,rodent ectoparasite,Glechoma hederacea,Ctenophthalmus nobilis vulgaris,7.030E-03,0
plant,rodent ectoparasite,Glechoma hederacea,Hystrichopsylla talpae talpae,1.390E-03,0
plant,rodent ectoparasite,Glechoma hederacea,Ixodes trianguliceps,4.960E-03,0
plant,rodent ectoparasite,Glechoma hederacea,Palaeopsylla minor,2.480E-03,0
plant,rodent ectoparasite,Hyacinthoides non-scripta,Amalaraeus penicilliger mustelae,4.430E-02,0
plant,rodent ectoparasite,Hyacinthoides non-scripta,Ctenophthalmus nobilis vulgaris,6.640E-02,0
plant,rodent ectoparasite,Hyacinthoides non-scripta,Megabothris turbidus,2.210E-02,0
plant,rodent ectoparasite,Lamium purpureum,Amalaraeus penicilliger mustelae,2.428E-03,0
plant,rodent ectoparasite,Lamium purpureum,Ctenophthalmus nobilis vulgaris,2.438E-03,0
plant,rodent ectoparasite,Lamium purpureum,Hystrichopsylla talpae talpae,3.410E-04,0
plant,rodent ectoparasite,Lamium purpureum,Ixodes trianguliceps,2.660E-03,0
plant,rodent ectoparasite,Lamium purpureum,Megabothris turbidus,7.180E-04,0
plant,rodent ectoparasite,Lamium purpureum,Palaeopsylla minor,6.080E-04,0
plant,rodent ectoparasite,Mercurialis perennis,Amalaraeus penicilliger mustelae,6.490E-03,0
plant,rodent ectoparasite,Mercurialis perennis,Ctenophthalmus nobilis vulgaris,6.550E-03,0
plant,rodent ectoparasite,Mercurialis perennis,Hystrichopsylla talpae talpae,1.300E-03,0
plant,rodent ectoparasite,Mercurialis perennis,Ixodes trianguliceps,4.620E-03,0
plant,rodent ectoparasite,Mercurialis perennis,Palaeopsylla minor,2.310E-03,0
plant,rodent ectoparasite,Persicaria sp.,Ctenophthalmus nobilis vulgaris,4.198E-03,0
plant,rodent ectoparasite,Persicaria sp.,Hystrichopsylla talpae talpae,8.697E-03,0
plant,rodent ectoparasite,Persicaria sp.,Ixodes trianguliceps,2.150E-03,0
plant,rodent ectoparasite,Persicaria sp.,Megabothris turbidus,1.240E-03,0
plant,rodent ectoparasite,Persicaria sp.,Nosopsyllus fasciatus,1.240E-03,0
plant,rodent ectoparasite,Persicaria sp.,Palaeopsylla minor,1.070E-03,0
plant,rodent ectoparasite,Poaceae,Amalaraeus penicilliger mustelae,1.719E+02,0
plant,rodent ectoparasite,Poaceae,Ctenophthalmus nobilis vulgaris,1.169E+02,0
plant,rodent ectoparasite,Poaceae,Hystrichopsylla talpae talpae,2.603E+01,0
plant,rodent ectoparasite,Poaceae,Ixodes trianguliceps,3.484E+01,0
plant,rodent ectoparasite,Poaceae,Megabothris turbidus,3.831E+01,0
plant,rodent ectoparasite,Poaceae,Nosopsyllus fasciatus,2.618E+00,0
plant,rodent ectoparasite,Poaceae,Palaeopsylla minor,1.282E+01,0
plant,rodent ectoparasite,Poaceae,Palaeopsylla soricis soricis,3.039E+00,0
plant,rodent ectoparasite,Polygonum sp.,Amalaraeus penicilliger mustelae,1.400E-03,0
plant,rodent ectoparasite,Polygonum sp.,Ctenophthalmus nobilis vulgaris,5.650E-04,0
plant,rodent ectoparasite,Polygonum sp.,Hystrichopsylla talpae talpae,2.973E-04,0
plant,rodent ectoparasite,Polygonum sp.,Ixodes trianguliceps,3.490E-04,0
plant,rodent ectoparasite,Polygonum sp.,Palaeopsylla minor,1.750E-04,0
plant,rodent ectoparasite,Prunus spinosa,Amalaraeus penicilliger mustelae,1.864E+00,0
plant,rodent ectoparasite,Prunus spinosa,Ctenophthalmus nobilis vulgaris,1.311E+00,0
plant,rodent ectoparasite,Prunus spinosa,Hystrichopsylla talpae talpae,2.155E-01,0
plant,rodent ectoparasite,Prunus spinosa,Ixodes trianguliceps,9.530E-02,0
plant,rodent ectoparasite,Prunus spinosa,Megabothris turbidus,4.041E-01,0
plant,rodent ectoparasite,Prunus spinosa,Palaeopsylla minor,2.710E-02,0
plant,rodent ectoparasite,Prunus spinosa,Palaeopsylla soricis soricis,4.110E-02,0
plant,rodent ectoparasite,Quercus robur,Amalaraeus penicilliger mustelae,1.592E+01,0
plant,rodent ectoparasite,Quercus robur,Ctenophthalmus nobilis vulgaris,1.433E+01,0
plant,rodent ectoparasite,Quercus robur,Hystrichopsylla talpae talpae,1.548E+00,0
plant,rodent ectoparasite,Quercus robur,Ixodes trianguliceps,5.183E-01,0
plant,rodent ectoparasite,Quercus robur,Megabothris turbidus,3.552E+00,0
plant,rodent ectoparasite,Quercus robur,Palaeopsylla soricis soricis,5.183E-01,0
plant,rodent ectoparasite,Rosa sp.,Amalaraeus penicilliger mustelae,8.039E-01,0
plant,rodent ectoparasite,Rosa sp.,Ctenophthalmus nobilis vulgaris,3.532E-01,0
plant,rodent ectoparasite,Rosa sp.,Hystrichopsylla talpae talpae,1.460E-01,0
plant,rodent ectoparasite,Rosa sp.,Megabothris turbidus,1.786E-01,0
plant,rodent ectoparasite,Rubus fruticosus,Amalaraeus penicilliger mustelae,7.689E+00,0
plant,rodent ectoparasite,Rubus fruticosus,Ctenophthalmus nobilis vulgaris,3.934E+00,0
plant,rodent ectoparasite,Rubus fruticosus,Hystrichopsylla talpae talpae,1.241E+00,0
plant,rodent ectoparasite,Rubus fruticosus,Ixodes trianguliceps,1.508E-01,0
plant,rodent ectoparasite,Rubus fruticosus,Megabothris turbidus,1.636E+00,0
plant,rodent ectoparasite,Rubus fruticosus,Palaeopsylla minor,4.330E-02,0
plant,rodent ectoparasite,Rubus fruticosus,Palaeopsylla soricis soricis,6.420E-02,0
plant,rodent ectoparasite,Rumex sp.,Amalaraeus penicilliger mustelae,1.299E+01,0
plant,rodent ectoparasite,Rumex sp.,Ctenophthalmus nobilis vulgaris,8.003E+00,0
plant,rodent ectoparasite,Rumex sp.,Hystrichopsylla talpae talpae,1.421E+00,0
plant,rodent ectoparasite,Rumex sp.,Ixodes trianguliceps,1.591E+00,0
plant,rodent ectoparasite,Rumex sp.,Megabothris turbidus,1.287E+00,0
plant,rodent ectoparasite,Rumex sp.,Nosopsyllus fasciatus,1.860E-02,0
plant,rodent ectoparasite,Rumex sp.,Palaeopsylla minor,4.279E-01,0
plant,rodent ectoparasite,Rumex sp.,Palaeopsylla soricis soricis,6.742E-01,0
plant,rodent ectoparasite,Sambucus nigra,Amalaraeus penicilliger mustelae,1.201E-01,0
plant,rodent ectoparasite,Sambucus nigra,Ctenophthalmus nobilis vulgaris,6.833E-02,0
plant,rodent ectoparasite,Sambucus nigra,Hystrichopsylla talpae talpae,2.005E-02,0
plant,rodent ectoparasite,Sambucus nigra,Ixodes trianguliceps,5.530E-03,0
plant,rodent ectoparasite,Sambucus nigra,Megabothris turbidus,2.786E-02,0
plant,rodent ectoparasite,Sambucus nigra,Palaeopsylla minor,2.760E-03,0
plant,rodent ectoparasite,Sherardia arvensis,Ctenophthalmus nobilis vulgaris,3.110E-03,0
plant,rodent ectoparasite,Sherardia arvensis,Ixodes trianguliceps,2.740E-03,0
plant,rodent ectoparasite,Sherardia arvensis,Palaeopsylla minor,1.370E-03,0
plant,rodent ectoparasite,Sinapis arvensis,Ctenophthalmus nobilis vulgaris,4.110E-03,0
plant,rodent ectoparasite,Sinapis arvensis,Megabothris turbidus,4.110E-03,0
plant,rodent ectoparasite,Sinapis arvensis,Nosopsyllus fasciatus,4.110E-03,0
plant,rodent ectoparasite,Stachys sylvatica,Amalaraeus penicilliger mustelae,2.130E-02,0
plant,rodent ectoparasite,Stachys sylvatica,Ctenophthalmus nobilis vulgaris,9.380E-03,0
plant,rodent ectoparasite,Stachys sylvatica,Hystrichopsylla talpae talpae,3.880E-03,0
plant,rodent ectoparasite,Stachys sylvatica,Megabothris turbidus,4.740E-03,0
plant,rodent ectoparasite,Stellaria graminea,Amalaraeus penicilliger mustelae,7.250E-03,0
plant,rodent ectoparasite,Stellaria graminea,Ctenophthalmus nobilis vulgaris,3.190E-03,0
plant,rodent ectoparasite,Stellaria graminea,Hystrichopsylla talpae talpae,1.320E-03,0
plant,rodent ectoparasite,Stellaria graminea,Megabothris turbidus,1.610E-03,0
plant,rodent ectoparasite,Trifolium pratense/repens,Ctenophthalmus nobilis vulgaris,3.610E-04,0
plant,rodent ectoparasite,Trifolium pratense/repens,Megabothris turbidus,3.610E-04,0
plant,rodent ectoparasite,Trifolium pratense/repens,Nosopsyllus fasciatus,3.610E-04,0
plant,rodent ectoparasite,Urtica dioica,Amalaraeus penicilliger mustelae,3.024E+00,0
plant,rodent ectoparasite,Urtica dioica,Ctenophthalmus nobilis vulgaris,1.475E+00,0
plant,rodent ectoparasite,Urtica dioica,Hystrichopsylla talpae talpae,2.374E-01,0
plant,rodent ectoparasite,Urtica dioica,Ixodes trianguliceps,2.255E-01,0
plant,rodent ectoparasite,Urtica dioica,Megabothris turbidus,1.227E+00,0
plant,rodent ectoparasite,Urtica dioica,Nosopsyllus fasciatus,7.400E-03,0
plant,rodent ectoparasite,Urtica dioica,Palaeopsylla minor,2.454E-02,0
plant,rodent ectoparasite,Urtica dioica,Palaeopsylla soricis soricis,1.750E-01,0
plant,rodent ectoparasite,Vicia sepium,Ctenophthalmus nobilis vulgaris,4.550E-05,0
plant,rodent ectoparasite,Vicia sepium,Hystrichopsylla talpae talpae,1.820E-05,0
aphid,primary aphid parasitoid,Acyrthosiphon pisum,Aphidius ervi,8.788E+04,1
aphid,primary aphid parasitoid,Acyrthosiphon pisum,Aphidius rhopalosiphi?,6.722E+03,1
aphid,primary aphid parasitoid,Acyrthosiphon pisum,Praon dorsale?,6.722E+03,1
aphid,primary aphid parasitoid,Aphid species 1,Praon exoletum?,8.286E+02,1
aphid,primary aphid parasitoid,Brachycaudus helichrysii,Aphidius matricariae,1.301E+04,1
aphid,primary aphid parasitoid,Brachycaudus helichrysii,Aphidius rhopalosiphi?,2.209E+03,1
aphid,primary aphid parasitoid,Macrosiphum funestum,Aphidius ervi,3.282E+02,1
aphid,primary aphid parasitoid,Microlophium carnosum,Aphidius ervi,1.157E+03,1
aphid,primary aphid parasitoid,Microlophium carnosum,Trioxys B,1.657E+03,1
aphid,primary aphid parasitoid,Sitobion avenae,Aphidius ervi,1.658E+05,1
aphid,primary aphid parasitoid,Sitobion avenae,Aphidius funebris,5.523E+02,1
aphid,primary aphid parasitoid,Sitobion avenae,Aphidius matricariae,1.246E+04,1
aphid,primary aphid parasitoid,Sitobion avenae,Aphidius picipes?,7.496E+04,1
aphid,primary aphid parasitoid,Sitobion avenae,Aphidius rhopalosiphi?,9.679E+04,1
aphid,primary aphid parasitoid,Sitobion avenae,Ephedrus plagiator,1.164E+05,1
aphid,primary aphid parasitoid,Sitobion avenae,Praon volucre,1.068E+05,1
aphid,primary aphid parasitoid,Therioaphis trifoli,Aphidius ervi,6.722E+03,1
aphid,primary aphid parasitoid,Tubaphis ranunculina,Praon exoletum?,8.568E+03,1
aphid,primary aphid parasitoid,Tubaphis ranunculina,Praon sp nr flavinode,1.233E+04,1
aphid,primary aphid parasitoid,Tubaphis ranunculina,Praon volucre,2.455E+04,1
aphid,primary aphid parasitoid,Uroleucon sonchi,Aphidius ervi,1.008E+04,1
aphid,secondary aphid parasitoid,Acyrthosiphon pisum,Alloxysta victrix,4.705E+04,1
aphid,secondary aphid parasitoid,Acyrthosiphon pisum,Asaphes suspensus,8.215E+04,1
aphid,secondary aphid parasitoid,Acyrthosiphon pisum,Asaphes vulgaris,2.689E+04,1
aphid,secondary aphid parasitoid,Acyrthosiphon pisum,Dendrocerus carpenteri,6.722E+03,1
aphid,secondary aphid parasitoid,Aphid species 1,Dendrocerus aphidum,8.286E+02,1
aphid,secondary aphid parasitoid,Aphis rumicis,Dendrocerus carpenteri,1.080E+05,1
aphid,secondary aphid parasitoid,Brachycaudus helichrysii,Alloxysta victrix,8.306E+03,1
aphid,secondary aphid parasitoid,Brachycaudus helichrysii,Asaphes suspensus,8.907E+04,1
aphid,secondary aphid parasitoid,Brachycaudus helichrysii,Dendrocerus aphidum,9.963E+03,1
aphid,secondary aphid parasitoid,Brachycaudus helichrysii,Dendrocerus carpenteri,5.523E+02,1
aphid,secondary aphid parasitoid,Dysaphis species 1,Alloxysta victrix,1.451E+02,1
aphid,secondary aphid parasitoid,Microlophium carnosum,Alloxysta victrix,8.753E+02,1
aphid,secondary aphid parasitoid,Phorodon humuli,Asaphes vulgaris,3.282E+02,1
aphid,secondary aphid parasitoid,Phorodon humuli,Dendrocerus carpenteri,2.188E+02,1
aphid,secondary aphid parasitoid,Sitobion avenae,Alloxysta victrix,1.997E+05,1
aphid,secondary aphid parasitoid,Sitobion avenae,Asaphes suspensus,2.351E+05,1
aphid,secondary aphid parasitoid,Sitobion avenae,Asaphes vulgaris,5.837E+04,1
aphid,secondary aphid parasitoid,Sitobion avenae,Coruna clavata,7.257E+01,1
aphid,secondary aphid parasitoid,Sitobion avenae,Dendrocerus aphidum,3.991E+04,1
aphid,secondary aphid parasitoid,Sitobion avenae,Dendrocerus carpenteri,2.968E+05,1
aphid,secondary aphid parasitoid,Sitobion avenae,Pachyneuron sp,5.523E+02,1
aphid,secondary aphid parasitoid,Therioaphis trifoli,Alloxysta victrix,2.016E+04,1
aphid,secondary aphid parasitoid,Tubaphis ranunculina,Alloxysta victrix,5.291E+03,1
aphid,secondary aphid parasitoid,Uroleucon cirsii,Alloxysta victrix,5.523E+02,1
seed-feeding insect,seed-feeder parasitoid,Bruchidius varius,Aprostocetus sp,6.498E+01,1
seed-feeding insect,seed-feeder parasitoid,Bruchidius varius,Spintherus dubius,9.746E+02,1
seed-feeding insect,seed-feeder parasitoid,Bruchidius varius,Triaspis floricola,1.300E+02,1
seed-feeding insect,seed-feeder parasitoid,Bruchophagus gibbus,Mesopolobus incultus,6.401E+04,1
seed-feeding insect,seed-feeder parasitoid,Bruchophagus gibbus,Spintherus dubius,1.730E+03,1
seed-feeding insect,seed-feeder parasitoid,Bruchophagus gibbus,Trichomalus campestris,1.730E+04,1
seed-feeding insect,seed-feeder parasitoid,Bruchophagus gibbus,Trichomalus rufinus,3.460E+03,1
seed-feeding insect,seed-feeder parasitoid,Curtonotus aulicus,Bracon immutator,1.023E+01,1
seed-feeding insect,seed-feeder parasitoid,Curtonotus aulicus,Bracon osculator,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Curtonotus aulicus,Eurytoma sp A,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Curtonotus aulicus,Eurytoma sp B,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Curtonotus aulicus,Pterandrophysalis levantina,3.682E+02,1
seed-feeding insect,seed-feeder parasitoid,Olibrus aeneus,Bracon immutator,1.023E+01,1
seed-feeding insect,seed-feeder parasitoid,Olibrus aeneus,Bracon osculator,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Olibrus aeneus,Eurytoma sp A,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Olibrus aeneus,Eurytoma sp B,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Olibrus aeneus,Pterandrophysalis levantina,3.682E+02,1
seed-feeding insect,seed-feeder parasitoid,Oxystoma pomonae,Pteromalus sequester-group,1.657E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Aprostocetus sp,3.249E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Mesopolobus incultus,5.630E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Spintherus dubius,6.675E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Triaspis floricola,6.498E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Trichomalus campestris,1.514E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion apricans,Trichomalus rufinus,3.028E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion assimile,Aprostocetus sp,2.924E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion assimile,Mesopolobus incultus,1.439E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion assimile,Spintherus dubius,5.825E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion assimile,Triaspis floricola,5.848E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Aprostocetus sp,1.300E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Mesopolobus incultus,2.172E+05,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Spintherus dubius,1.569E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Triaspis floricola,2.599E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Trichomalus campestris,4.488E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion fulvipes,Trichomalus rufinus,6.656E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Aprostocetus sp,1.949E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Mesopolobus incultus,6.061E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Spintherus dubius,9.043E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Triaspis floricola,3.899E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Trichomalus campestris,1.514E+04,1
seed-feeding insect,seed-feeder parasitoid,Protapion trifolii,Trichomalus rufinus,3.028E+03,1
seed-feeding insect,seed-feeder parasitoid,Protapion varipes,Aprostocetus sp,3.249E+01,1
seed-feeding insect,seed-feeder parasitoid,Protapion varipes,Spintherus dubius,4.873E+02,1
seed-feeding insect,seed-feeder parasitoid,Protapion varipes,Triaspis floricola,6.498E+01,1
seed-feeding insect,seed-feeder parasitoid,Rhinocyllus conicus,Bracon immutator,1.023E+01,1
seed-feeding insect,seed-feeder parasitoid,Rhinocyllus conicus,Bracon osculator,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Rhinocyllus conicus,Eurytoma sp A,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Rhinocyllus conicus,Eurytoma sp B,5.114E+00,1
seed-feeding insect,seed-feeder parasitoid,Rhinocyllus conicus,Pterandrophysalis levantina,3.682E+02,1
seed-feeding insect,seed-feeder parasitoid,Sitona lineatus,Aprostocetus sp,3.249E+01,1
seed-feeding insect,seed-feeder parasitoid,Sitona lineatus,Spintherus dubius,4.873E+02,1
seed-feeding insect,seed-feeder parasitoid,Sitona lineatus,Triaspis floricola,6.498E+01,1
seed-feeding insect,seed-feeder parasitoid,Sitona sulcifrons,Aprostocetus sp,3.249E+01,1
seed-feeding insect,seed-feeder parasitoid,Sitona sulcifrons,Spintherus dubius,4.873E+02,1
seed-feeding insect,seed-feeder parasitoid,Sitona sulcifrons,Triaspis floricola,6.498E+01,1
seed-feeding insect,seed-feeder parasitoid,Terellia longicauda,Pteromalus beryllii,1.459E+02,1
seed-feeding insect,seed-feeder parasitoid,Terellia ruficauda,Bracon praecox,2.057E+02,1
seed-feeding insect,seed-feeder parasitoid,Terellia ruficauda,Pteromalus albipennis,2.465E+04,1
seed-feeding insect,seed-feeder parasitoid,Terellia serratulae,Bracon immutator,1.023E+02,1
seed-feeding insect,seed-feeder parasitoid,Terellia serratulae,Bracon osculator,5.114E+01,1
seed-feeding insect,seed-feeder parasitoid,Terellia serratulae,Crataepus marbis,3.156E+02,1
seed-feeding insect,seed-feeder parasitoid,Terellia serratulae,Eurytoma sp A,5.114E+01,1
